,Identified_Event_Name,Best_Hit,Original_Source,is_best_hit_unique,Event_ID,Top_10_Wikipedia_Pages
10007,Great Flood Paris (1910),https://en.wikipedia.org/wiki/1910_Great_Flood_of_Paris,https://en.wikipedia.org/wiki/1910_Great_Flood_of_Paris,True,123,"['https://en.wikipedia.org/wiki/1910_Great_Flood_of_Paris', 'https://en.wikipedia.org/wiki/Great_Flood_(disambiguation)', 'https://en.wikipedia.org/wiki/Nicolson_pavement', 'https://en.wikipedia.org/wiki/Flood_control', 'https://en.wikipedia.org/wiki/Paris_in_the_Belle_%C3%89poque', 'https://en.wikipedia.org/wiki/Bah%C3%A1%CA%BC%C3%AD_House_of_Worship_(Wilmette,_Illinois)', 'https://en.wikipedia.org/wiki/Rue_Cr%C3%A9mieux', 'https://en.wikipedia.org/wiki/Nieuport']"
10021,Great Molasses Flood (1919),https://en.wikipedia.org/wiki/Great_Molasses_Flood,https://en.wikipedia.org/wiki/Great_Molasses_Flood,True,124,"['https://en.wikipedia.org/wiki/Great_Molasses_Flood', 'https://en.wikipedia.org/wiki/Great_Flood_(disambiguation)', 'https://en.wikipedia.org/wiki/Purity_Distilling_Company', 'https://en.wikipedia.org/wiki/Lauren_Tarshis', 'https://en.wikipedia.org/wiki/Hot_Molasses', 'https://en.wikipedia.org/wiki/Albert_F._Hayden', 'https://en.wikipedia.org/wiki/1919:_The_Year_That_Changed_America', 'https://en.wikipedia.org/wiki/Langone_Park']"
10026,Tropical Storm Arlene (1959),https://en.wikipedia.org/wiki/Tropical_Storm_Arlene_(1959),https://en.wikipedia.org/wiki/Tropical_Storm_Arlene_(1959),True,701,"['https://en.wikipedia.org/wiki/Tropical_Storm_Arlene_(1959)', 'https://en.wikipedia.org/wiki/1959_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Alberto_(2018)', 'https://en.wikipedia.org/wiki/Tropical_Storm_Beryl_(2012)']"
10027,Flood In Malaysia (1969),https://en.wikipedia.org/wiki/Floods_in_Malaysia,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/13_May_incident', 'https://en.wikipedia.org/wiki/Malaysia', 'https://en.wikipedia.org/wiki/Independence_Day_(Malaysia)', 'https://en.wikipedia.org/wiki/History_of_Malaysia', 'https://en.wikipedia.org/wiki/Outline_of_Malaysia', 'https://en.wikipedia.org/wiki/Malaysian_movement_control_order', 'https://en.wikipedia.org/wiki/Communist_insurgency_in_Malaysia_(1968%E2%80%931989)']"
10028,Flood In Malaysia (1971),https://en.wikipedia.org/wiki/Floods_in_Malaysia,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/1971_Kuala_Lumpur_floods', 'https://en.wikipedia.org/wiki/1971_in_Malaysia', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/Floods_of_2021', 'https://en.wikipedia.org/wiki/Geography_of_Malaysia', 'https://en.wikipedia.org/wiki/2010_floods_in_Thailand_and_north_Malaysia']"
10029,Flood In Malaysia (2006),https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/2006_floods', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/2006_in_Malaysia', 'https://en.wikipedia.org/wiki/1971_Kuala_Lumpur_floods', 'https://en.wikipedia.org/wiki/Geography_of_Malaysia', 'https://en.wikipedia.org/wiki/Malaysia']"
10030,Flood In Malaysia (2007),https://en.wikipedia.org/wiki/Floods_in_Malaysia,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/2007_floods', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/1971_Kuala_Lumpur_floods', 'https://en.wikipedia.org/wiki/Geography_of_Malaysia', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/2007_in_Malaysia']"
10031,Flood In Malaysia (2017),https://en.wikipedia.org/wiki/Floods_in_Malaysia,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/Floods_in_Thailand', 'https://en.wikipedia.org/wiki/1971_Kuala_Lumpur_floods', 'https://en.wikipedia.org/wiki/2010_floods_in_Thailand_and_north_Malaysia', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_floods_in_Southeast_Asia_and_South_Asia']"
10032,Flood In Malaysia 2020- (2021),https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/Floods_of_2021', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2020%E2%80%932022_Malaysian_political_crisis', 'https://en.wikipedia.org/wiki/2020_Indonesia_and_Malaysia_floods', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Malaysia']"
10035,Flood In Malaysia 2021- (2022),https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/2022_Malaysian_east_coast_floods', 'https://en.wikipedia.org/wiki/Floods_of_2021', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2022_Pakistan_floods', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/2022_Malaysian_general_election']"
10036,Flood In Malaysia (2014),https://en.wikipedia.org/wiki/Floods_in_Malaysia,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_floods_in_Southeast_Asia_and_South_Asia', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/1971_Kuala_Lumpur_floods', 'https://en.wikipedia.org/wiki/Floods_in_Thailand', 'https://en.wikipedia.org/wiki/2014_in_Malaysia']"
10038,Flood In Malaysia (2010),https://en.wikipedia.org/wiki/Floods_in_Malaysia,https://en.wikipedia.org/wiki/Floods_in_Malaysia,False,4020,"['https://en.wikipedia.org/wiki/Floods_in_Malaysia', 'https://en.wikipedia.org/wiki/2010_floods_in_Thailand_and_north_Malaysia', 'https://en.wikipedia.org/wiki/2014%E2%80%932015_Malaysia_floods', 'https://en.wikipedia.org/wiki/2021%E2%80%932022_Malaysian_floods', 'https://en.wikipedia.org/wiki/2006%E2%80%932007_Southeast_Asian_floods', 'https://en.wikipedia.org/wiki/Geography_of_Malaysia', 'https://en.wikipedia.org/wiki/Floods_in_Thailand', 'https://en.wikipedia.org/wiki/2020%E2%80%932021_Malaysian_floods', 'https://en.wikipedia.org/wiki/1971_Kuala_Lumpur_floods']"
10039,Ethiopia Flood (2016),https://en.wikipedia.org/wiki/2016_Ethiopian_flood,https://en.wikipedia.org/wiki/2016_Ethiopian_flood,True,126,"['https://en.wikipedia.org/wiki/2016_Ethiopian_flood', 'https://en.wikipedia.org/wiki/2014%E2%80%932016_Oromo_protests', 'https://en.wikipedia.org/wiki/Grand_Ethiopian_Renaissance_Dam', 'https://en.wikipedia.org/wiki/2016_in_Ethiopia', 'https://en.wikipedia.org/wiki/Climate_change_in_Ethiopia', 'https://en.wikipedia.org/wiki/Haile_Selassie', 'https://en.wikipedia.org/wiki/Omo_River']"
10041,Matagorda Hurricane (1854),https://en.wikipedia.org/wiki/Atlantic_hurricane_season,https://en.wikipedia.org/wiki/1854_Atlantic_hurricane_season,False,702,"['https://en.wikipedia.org/wiki/Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1854_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Indianola,_Texas', 'https://en.wikipedia.org/wiki/Calhoun_County,_Texas', 'https://en.wikipedia.org/wiki/Halfmoon_Reef_Light', 'https://en.wikipedia.org/wiki/Port_Aransas,_Texas', 'https://en.wikipedia.org/wiki/Texas_Gulf_Coast']"
10043,Hurricane Three (1854),https://en.wikipedia.org/wiki/1854_Atlantic_hurricane_season,https://en.wikipedia.org/wiki/1854_Atlantic_hurricane_season,True,702,"['https://en.wikipedia.org/wiki/1854_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Atlantic_hurricane_season']"
10048,Cyclone Bola (1988),https://en.wikipedia.org/wiki/Cyclone_Bola,https://en.wikipedia.org/wiki/1987%E2%80%9388_South_Pacific_cyclone_season,True,2290,"['https://en.wikipedia.org/wiki/Cyclone_Bola', 'https://en.wikipedia.org/wiki/Cyclone_Gabrielle', 'https://en.wikipedia.org/wiki/Bola', 'https://en.wikipedia.org/wiki/1987%E2%80%9388_South_Pacific_cyclone_season', 'https://en.wikipedia.org/wiki/Tropical_cyclones_by_year', 'https://en.wikipedia.org/wiki/Tropical_cyclone_effects_by_region', 'https://en.wikipedia.org/wiki/My_Story_(Scholastic_New_Zealand)', 'https://en.wikipedia.org/wiki/Cyclone_Pam']"
10051,All Saints' Flood (1570),https://en.wikipedia.org/wiki/All_Saints%27_Flood_(1570),https://en.wikipedia.org/wiki/All_Saints%27_Flood_(1570),True,127,"['https://en.wikipedia.org/wiki/All_Saints%27_Flood_(1570)', 'https://en.wikipedia.org/wiki/All_Saints%27_Flood', 'https://en.wikipedia.org/wiki/IJsselmeer', 'https://en.wikipedia.org/wiki/Rhine%E2%80%93Meuse%E2%80%93Scheldt_delta', 'https://en.wikipedia.org/wiki/Waal_(river)', 'https://en.wikipedia.org/wiki/IJssel', 'https://en.wikipedia.org/wiki/Hollands_Diep', 'https://en.wikipedia.org/wiki/Beneden_Merwede']"
10057,Nova Scotia Hurricane (1940),https://en.wikipedia.org/wiki/1940_Nova_Scotia_hurricane,https://en.wikipedia.org/wiki/1940_Nova_Scotia_hurricane,True,3930,"['https://en.wikipedia.org/wiki/1940_Nova_Scotia_hurricane', 'https://en.wikipedia.org/wiki/Hurricane_Lee_(2023)', 'https://en.wikipedia.org/wiki/1940_New_England_hurricane', 'https://en.wikipedia.org/wiki/Hurricane_Daisy_(1962)', 'https://en.wikipedia.org/wiki/1940_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1927_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/White_Juan', 'https://en.wikipedia.org/wiki/St._Paul%27s_Church_(Halifax,_Nova_Scotia)']"
10059,Cyclone Imogen (2021),https://en.wikipedia.org/wiki/2020%E2%80%9321_Australian_region_cyclone_season,https://en.wikipedia.org/wiki/2020%E2%80%9321_Australian_region_cyclone_season,True,2289,"['https://en.wikipedia.org/wiki/2020%E2%80%9321_Australian_region_cyclone_season', 'https://en.wikipedia.org/wiki/Cyclone_Imogen', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_2021', 'https://en.wikipedia.org/wiki/Tropical_cyclone_naming', 'https://en.wikipedia.org/wiki/Cyclone_Kimi', 'https://en.wikipedia.org/wiki/Weather_of_2021', 'https://en.wikipedia.org/wiki/Brisbane']"
10061,Cyclone Marian (2021),https://en.wikipedia.org/wiki/Tropical_cyclones_in_2021,https://en.wikipedia.org/wiki/2020%E2%80%9321_Australian_region_cyclone_season,False,2289,"['https://en.wikipedia.org/wiki/Tropical_cyclones_in_2021', 'https://en.wikipedia.org/wiki/2020%E2%80%9321_Australian_region_cyclone_season', 'https://en.wikipedia.org/wiki/Tropical_cyclone_naming', 'https://en.wikipedia.org/wiki/2020%E2%80%9321_South-West_Indian_Ocean_cyclone_season', 'https://en.wikipedia.org/wiki/Australian_region_tropical_cyclone', 'https://en.wikipedia.org/wiki/Cyclone_Niran', 'https://en.wikipedia.org/wiki/1991_Bangladesh_cyclone', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_Indonesia']"
10065,European Flood (2005),https://en.wikipedia.org/wiki/2005_European_floods,https://en.wikipedia.org/wiki/2005_European_floods,True,128,"['https://en.wikipedia.org/wiki/2005_European_floods', 'https://en.wikipedia.org/wiki/1997_Central_European_flood', 'https://en.wikipedia.org/wiki/2006_European_floods', 'https://en.wikipedia.org/wiki/2009_European_floods', 'https://en.wikipedia.org/wiki/2021_European_floods', 'https://en.wikipedia.org/wiki/2010_Central_European_floods', 'https://en.wikipedia.org/wiki/Genoa_low', 'https://en.wikipedia.org/wiki/Sylvenstein_Dam']"
10066,Tropical Storm Gabrielle (1995),https://en.wikipedia.org/wiki/Tropical_Storm_Gabrielle_(1995),https://en.wikipedia.org/wiki/Tropical_Storm_Gabrielle_(1995),True,705,"['https://en.wikipedia.org/wiki/Tropical_Storm_Gabrielle_(1995)', 'https://en.wikipedia.org/wiki/1995_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1989_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Gabrielle_(1989)', 'https://en.wikipedia.org/wiki/Timeline_of_the_1995_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2001_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Fernand_(2019)']"
10067,Texas And Oklahoma Flood (2015),https://en.wikipedia.org/wiki/2015_Texas%E2%80%93Oklahoma_flood_and_tornado_outbreak,https://en.wikipedia.org/wiki/2015_Texas%E2%80%93Oklahoma_flood_and_tornado_outbreak,True,129,"['https://en.wikipedia.org/wiki/2015_Texas%E2%80%93Oklahoma_flood_and_tornado_outbreak', 'https://en.wikipedia.org/wiki/Texas_flooding', 'https://en.wikipedia.org/wiki/December_2015_North_American_storm_complex', 'https://en.wikipedia.org/wiki/Floods_in_the_United_States_(2000%E2%80%93present)', 'https://en.wikipedia.org/wiki/Oklahoma_panhandle', 'https://en.wikipedia.org/wiki/June_2007_Texas_flooding', 'https://en.wikipedia.org/wiki/May_2016_North_American_storm_complex', 'https://en.wikipedia.org/wiki/Tropical_Storm_Bill_(2015)', 'https://en.wikipedia.org/wiki/Red_River_of_the_South']"
10068,Florida Keys Hurricane (1909),https://en.wikipedia.org/wiki/1909_Florida_Keys_hurricane,https://en.wikipedia.org/wiki/1909_Florida_Keys_hurricane,False,3929,"['https://en.wikipedia.org/wiki/1909_Florida_Keys_hurricane', 'https://en.wikipedia.org/wiki/Cedar_Key,_Florida', 'https://en.wikipedia.org/wiki/Key_West', 'https://en.wikipedia.org/wiki/Florida_Keys', 'https://en.wikipedia.org/wiki/1909_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Hurricane_Mitch']"
10069,Cyclone Rewa 1993- (1994),https://en.wikipedia.org/wiki/Cyclone_Rewa,https://en.wikipedia.org/wiki/Cyclone_Rewa,False,2292,"['https://en.wikipedia.org/wiki/Cyclone_Rewa', 'https://en.wikipedia.org/wiki/1993%E2%80%9394_South_Pacific_cyclone_season', 'https://en.wikipedia.org/wiki/1993%E2%80%9394_Australian_region_cyclone_season', 'https://en.wikipedia.org/wiki/Tropical_cyclones_by_year', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_1993', 'https://en.wikipedia.org/wiki/Achyut_Potdar', 'https://en.wikipedia.org/wiki/South_Pacific_tropical_cyclone']"
10077,Cyclone Sandra (2013),https://en.wikipedia.org/wiki/Tropical_cyclones_in_2013,https://en.wikipedia.org/wiki/2012%E2%80%9313_South_Pacific_cyclone_season,True,2293,"['https://en.wikipedia.org/wiki/Tropical_cyclones_in_2013', 'https://en.wikipedia.org/wiki/Tropical_cyclones_by_year', 'https://en.wikipedia.org/wiki/2012%E2%80%9313_South_Pacific_cyclone_season', 'https://en.wikipedia.org/wiki/2012%E2%80%9313_Australian_region_cyclone_season', 'https://en.wikipedia.org/wiki/2016_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/Tropical_Storm_Chris_(2024)', 'https://en.wikipedia.org/wiki/South_Pacific_tropical_cyclone', 'https://en.wikipedia.org/wiki/1960s_Australian_region_cyclone_seasons']"
10078,Tropical Storm Lingling (2014),https://en.wikipedia.org/wiki/Tropical_Storm_Lingling_(2014),https://en.wikipedia.org/wiki/Tropical_Storm_Lingling_(2014),True,706,"['https://en.wikipedia.org/wiki/Tropical_Storm_Lingling_(2014)', 'https://en.wikipedia.org/wiki/2014_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Ling_Ling', 'https://en.wikipedia.org/wiki/Tropical_Storm_Jangmi_(2014)', 'https://en.wikipedia.org/wiki/2001_Pacific_typhoon_season', 'https://en.wikipedia.org/wiki/Tropical_cyclone_naming', 'https://en.wikipedia.org/wiki/2019_Pacific_typhoon_season']"
10080,Flood In Montevideo January (2022),https://en.wikipedia.org/wiki/2022_Montevideo_flood,https://en.wikipedia.org/wiki/2022_Montevideo_flood,True,130,"['https://en.wikipedia.org/wiki/2022_Montevideo_flood', 'https://en.wikipedia.org/wiki/2024_in_Brazil', 'https://en.wikipedia.org/wiki/2022_in_Uruguay', 'https://en.wikipedia.org/wiki/Uruguayan_Air_Force_Flight_571', 'https://en.wikipedia.org/wiki/San_Jos%C3%A9_de_Mayo', 'https://en.wikipedia.org/wiki/January_1971', 'https://en.wikipedia.org/wiki/Emma_Watson', 'https://en.wikipedia.org/wiki/History_of_Uruguay']"
10083,Irish Flash Flood (2008),https://en.wikipedia.org/wiki/2008_Ireland_floods,https://en.wikipedia.org/wiki/2008_Ireland_floods,True,131,"['https://en.wikipedia.org/wiki/2008_Ireland_floods', 'https://en.wikipedia.org/wiki/2008_floods', 'https://en.wikipedia.org/wiki/2007_United_Kingdom_floods', 'https://en.wikipedia.org/wiki/2008_Morpeth_flood', 'https://en.wikipedia.org/wiki/2008_in_Ireland']"
10084,Heatwave In Uruguay January (2022),https://en.wikipedia.org/wiki/2022,https://en.wikipedia.org/wiki/2022_Montevideo_flood,True,130,"['https://en.wikipedia.org/wiki/2022', 'https://en.wikipedia.org/wiki/2022_Southern_Cone_heat_wave', 'https://en.wikipedia.org/wiki/2022_heat_waves', 'https://en.wikipedia.org/wiki/2022_Montevideo_flood', 'https://en.wikipedia.org/wiki/World_food_crises_(2022%E2%80%93present)', 'https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Uruguay', 'https://en.wikipedia.org/wiki/2003', 'https://en.wikipedia.org/wiki/Weather_of_2022', 'https://en.wikipedia.org/wiki/Climate_change_in_Spain']"
10086,Burns' Day Storm (1990),https://en.wikipedia.org/wiki/Burns%27_Day_Storm,https://en.wikipedia.org/wiki/Burns%27_Day_Storm,True,707,"['https://en.wikipedia.org/wiki/Burns%27_Day_Storm', 'https://en.wikipedia.org/wiki/Great_storm_of_1987', 'https://en.wikipedia.org/wiki/Gulf_War', 'https://en.wikipedia.org/wiki/Storm_Vivian', 'https://en.wikipedia.org/wiki/Storm_Ulysses', 'https://en.wikipedia.org/wiki/1935_Labor_Day_hurricane', 'https://en.wikipedia.org/wiki/Burn', 'https://en.wikipedia.org/wiki/Hannah_Storm', 'https://en.wikipedia.org/wiki/2023%E2%80%9324_North_American_winter']"
10088,November 2001 Atlantic Canada Storm Complex,https://en.wikipedia.org/wiki/November_2001_Atlantic_Canada_storm_complex,https://en.wikipedia.org/wiki/November_2001_Atlantic_Canada_storm_complex,True,704,"['https://en.wikipedia.org/wiki/November_2001_Atlantic_Canada_storm_complex', 'https://en.wikipedia.org/wiki/October_2000_Atlantic_Canada_storm_complex', 'https://en.wikipedia.org/wiki/Tropical_Storm_Allison', 'https://en.wikipedia.org/wiki/2006_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/2005_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1999_Atlantic_hurricane_season', 'https://en.wikipedia.org/wiki/1993_Storm_of_the_Century', 'https://en.wikipedia.org/wiki/1900_Galveston_hurricane', 'https://en.wikipedia.org/wiki/Cyclone', 'https://en.wikipedia.org/wiki/Great_Lakes_Storm_of_1913']"
10092,Minnesota And Wisconsin Flood (2010),https://en.wikipedia.org/wiki/September_2010_Minnesota-Wisconsin_flood,https://en.wikipedia.org/wiki/September_2010_Minnesota-Wisconsin_flood,True,133,"['https://en.wikipedia.org/wiki/September_2010_Minnesota-Wisconsin_flood', 'https://en.wikipedia.org/wiki/Floods_in_the_United_States_(2000%E2%80%93present)', 'https://en.wikipedia.org/wiki/2007_Midwest_flooding', 'https://en.wikipedia.org/wiki/June_2010_Northern_Plains_tornado_outbreak', 'https://en.wikipedia.org/wiki/Climate_of_Minnesota', 'https://en.wikipedia.org/wiki/Hokah,_Minnesota', 'https://en.wikipedia.org/wiki/June_2008_Midwest_floods', 'https://en.wikipedia.org/wiki/Iowa%E2%80%93Minnesota_football_rivalry', 'https://en.wikipedia.org/wiki/Mississippi_River']"
10093,Madras Flood (1943),https://en.wikipedia.org/wiki/1943_Madras_floods,https://en.wikipedia.org/wiki/Floods_in_India,False,122,"['https://en.wikipedia.org/wiki/1943_Madras_floods', 'https://en.wikipedia.org/wiki/1943_in_India', 'https://en.wikipedia.org/wiki/Chennai', 'https://en.wikipedia.org/wiki/Floods_in_India', 'https://en.wikipedia.org/wiki/Madras_Presidency', 'https://en.wikipedia.org/wiki/Madras_High_Court', 'https://en.wikipedia.org/wiki/Bengal_famine_of_1943', 'https://en.wikipedia.org/wiki/Madras_Fertilizers', 'https://en.wikipedia.org/wiki/Fort_St._George,_India', 'https://en.wikipedia.org/wiki/2015_South_India_floods']"
10096,Mumbai Flood (2005),https://en.wikipedia.org/wiki/Maharashtra_floods_of_2005,https://en.wikipedia.org/wiki/Floods_in_India,False,122,"['https://en.wikipedia.org/wiki/Maharashtra_floods_of_2005', 'https://en.wikipedia.org/wiki/2017_Mumbai_flood', 'https://en.wikipedia.org/wiki/Mumbai_Diaries_26/11', 'https://en.wikipedia.org/wiki/Mumbai', 'https://en.wikipedia.org/wiki/Tum_Mile', 'https://en.wikipedia.org/wiki/2005_Gujarat_flood', 'https://en.wikipedia.org/wiki/Floods_in_India', 'https://en.wikipedia.org/wiki/2013_North_India_floods', 'https://en.wikipedia.org/wiki/National_Bravery_Award', 'https://en.wikipedia.org/wiki/Kunal_Deshmukh']"
10104,Himalayan Flood (2023),https://en.wikipedia.org/wiki/2023_Himalayan_floods,https://en.wikipedia.org/wiki/Floods_in_India,True,122,"['https://en.wikipedia.org/wiki/2023_Himalayan_floods', 'https://en.wikipedia.org/wiki/Himalayan_flood', 'https://en.wikipedia.org/wiki/Floods_in_India', 'https://en.wikipedia.org/wiki/2024_Uttarakhand_snowstorm_disaster', 'https://en.wikipedia.org/wiki/2023_North_India_floods', 'https://en.wikipedia.org/wiki/Himalayas', 'https://en.wikipedia.org/wiki/Himalayan_Adventure_Challenge', 'https://en.wikipedia.org/wiki/2013_North_India_floods', 'https://en.wikipedia.org/wiki/Flood_control', 'https://en.wikipedia.org/wiki/Joshimath']"
10106,Chennai Flood (2023),https://en.wikipedia.org/wiki/Cyclone_Michaung,https://en.wikipedia.org/wiki/Floods_in_India,False,122,"['https://en.wikipedia.org/wiki/Cyclone_Michaung', 'https://en.wikipedia.org/wiki/2005_Chennai_floods', 'https://en.wikipedia.org/wiki/2015_South_India_floods', 'https://en.wikipedia.org/wiki/Floods_in_India', 'https://en.wikipedia.org/wiki/Chennai_Petroleum_Corporation', 'https://en.wikipedia.org/wiki/Chennai', 'https://en.wikipedia.org/wiki/Edappadi_K._Palaniswami', 'https://en.wikipedia.org/wiki/Spirit_of_Chennai', 'https://en.wikipedia.org/wiki/2013_North_India_floods', 'https://en.wikipedia.org/wiki/Chennai_International_Airport']"
10111,Gujarat Cyclone (1998),https://en.wikipedia.org/wiki/1998_Gujarat_cyclone,https://en.wikipedia.org/wiki/1998_Gujarat_cyclone,False,2297,"['https://en.wikipedia.org/wiki/1998_Gujarat_cyclone', 'https://en.wikipedia.org/wiki/Gujarat_cyclone', 'https://en.wikipedia.org/wiki/Cyclone_Tauktae', 'https://en.wikipedia.org/wiki/Tropical_cyclones_in_India', 'https://en.wikipedia.org/wiki/Cyclone_Vayu', 'https://en.wikipedia.org/wiki/2021_North_Indian_Ocean_cyclone_season', 'https://en.wikipedia.org/wiki/1999_Pakistan_cyclone', 'https://en.wikipedia.org/wiki/1975_Porbandar_cyclone']"
10114,Venice Flood (1966),https://en.wikipedia.org/wiki/1966_Venice_flood,https://en.wikipedia.org/wiki/1966_Venice_flood,True,135,"['https://en.wikipedia.org/wiki/1966_Venice_flood', 'https://en.wikipedia.org/wiki/1966_flood_of_the_Arno', 'https://en.wikipedia.org/wiki/MOSE', 'https://en.wikipedia.org/wiki/Venice', 'https://en.wikipedia.org/wiki/Piazza_San_Marco', 'https://en.wikipedia.org/wiki/Acqua_alta', 'https://en.wikipedia.org/wiki/Venice_in_Peril_Fund', 'https://en.wikipedia.org/wiki/Timeline_of_Venice', 'https://en.wikipedia.org/wiki/A_Haunting_in_Venice']"
